AreaKey,PctFB,PctBlack,PctRural,z_PctFB,z_PctBlack,z_PctRural
13001,0.2275908401754462,0.0584064830349687,-0.4267259297329667,-1.06228375855707,1.2045828489215091,-1.6399616380787085
13003,0.1651207350678614,0.0954137813430002,-0.412211776356171,-1.328121916624322,1.6453704432138119,-1.400424395542432
13005,0.2047839017894345,0.0724098822061657,-0.4258329865258646,-1.159337452980173,1.3713749389900556,-1.6252247706901708
13007,0.1509126730539193,0.051503817475431,-0.3586016371808912,-1.388583557099985,1.1223663812164717,-0.5156587067243076
13009,0.7244111580145959,-0.1714052381642977,-0.2367488250344568,1.0519082690902566,-1.532665217242073,1.4953636284476641
13011,0.721770963689423,-0.0840183324839603,-0.3006812924793526,1.0406730647451568,-0.4918147448063509,0.4402413238443514
13013,0.7171599410314881,-0.0922635898424642,-0.2964083107302316,1.021051106880979,-0.5900225935697145,0.5107613355198962
13015,0.7178211095932023,-0.0481079376313717,-0.2669135660340477,1.023864673983442,-0.06409217977587509,0.9975337727693594
13017,0.210423751119139,0.0980398023856014,-0.3717258890994305,-1.1353373787846288,1.676648530262872,-0.7322574316588505
13019,0.1522199071697449,0.0994196785983037,-0.393544323866673,-1.38302069292815,1.6930839995899107,-1.0923423477352108
13021,0.5988671708019967,-0.1610466245140614,-0.2653064085397648,0.5176626125551937,-1.4092855435061995,1.0240578189543414
13023,0.4151835182879513,-0.0282737064201689,-0.3177618978543566,-0.26399324935355,0.17214995245040554,0.15834812579396415
13025,0.1818171731486824,0.0659801754001863,-0.4524239708390321,-1.2570711262015208,1.29479180202549,-2.0640744158155098
13027,0.1258162392525565,0.1024228933176986,-0.3894211807516314,-1.4953800755998552,1.7288547759456119,-1.0242952280224977
13029,0.275181552269614,-0.0055417333413722,-0.4432667045602297,-0.8597640537729269,0.44290659195212256,-1.9129456343668039
13031,0.3694616918146308,-0.0502538761799865,-0.4023163300017601,-0.45856001232290355,-0.0896520864318481,-1.2371129110992005
13033,0.5904169718961532,-0.1459905038551664,-0.3069444791652626,0.48170324753471444,-1.229954668029438,0.3368755656574959
13035,0.6802794792121625,-0.1489178391711418,-0.2680163590365567,0.8641082936452007,-1.264821657801984,0.9793336071757103
13037,0.175708833787414,0.0156416725830031,-0.3621547353105097,-1.2830648344216808,0.6952185132008093,-0.5742979746398783
13039,0.1714039591968823,0.0649649805791117,-0.463209329388136,-1.3013839957210989,1.2826999903186524,-2.2420727447258093
13043,0.3760115752013669,-0.0426492945055105,-0.3892134616130039,-0.4306873373516265,0.0009247839462886351,-1.0208670935390638
13045,0.6756206747048608,-0.0595349745439393,-0.2601541161069681,0.844283002701899,-0.20019766006939016,1.1090897109326743
13047,0.7247058160463653,-0.037105991784508,-0.2642666729593291,1.0531621704289915,0.06695011361198827,1.0412173037302563
13049,0.1580449467858865,0.0777408906713619,-0.4483301903192164,-1.358232551471416,1.4348716681207998,-1.9965118875847472
13051,0.2752187392098688,-0.0150274613984456,-0.4502941309255891,-0.8596058067572628,0.3299237090735591,-2.028924175449064
13053,0.3365746870994685,-0.0930383399301933,-0.3429840870605495,-0.5985088845518107,-0.599250509223145,-0.25791133463303556
13055,0.7160186191060991,-0.0372236700928733,-0.2597570454459604,1.0161942730740783,0.06554846742822804,1.1156428462593202
13057,0.7219935262279038,-0.0563961927195337,-0.2749861135754181,1.0416201676063193,-0.16281216713574664,0.8643068646539815
13059,0.7139974463718537,-0.1143742326189931,-0.3092349006053208,1.0075932816737563,-0.8533786742163125,0.2990751358456791
13061,0.1802550120094557,-0.0092681077059183,-0.3665826466173528,-1.263718818551983,0.3985223848719664,-0.6473748973580922
13063,0.6904639690326999,-0.0957891725507286,-0.273834128362866,0.9074478399783416,-0.6320152056085442,0.8833188837565527
13065,0.141772418038922,0.0944938755112768,-0.4260652980245124,-1.4274794186207436,1.6344136023451334,-1.6290587701216859
13067,0.7122964892352335,-0.0627289040999495,-0.2712329640363232,1.000354950453219,-0.23824000819257857,0.9262477211464025
13069,0.1838504672285811,0.0941094459652458,-0.4058431345788865,-1.2484185530694853,1.6298347278388277,-1.2953182380953856
13071,0.1380800367642771,0.0992435662887545,-0.3715561766741955,-1.4431921476972058,1.690986356022274,-0.7294565485959824
13073,0.6906711873776317,-0.1696568908831846,-0.2822912539723534,0.9083296464526468,-1.5118409521034835,0.7437450143279544
13075,0.138554077943694,0.1022044172847197,-0.3876815581233492,-1.4411748910627373,1.7262525453211082,-0.99558501691927
13077,0.6616662065144768,-0.081847109071821,-0.2647326610109983,0.7849005170449425,-0.4659536744698463,1.0335267764184708
13079,0.5263762612169806,-0.1431040196476323,-0.2811213396112,0.2091814622911992,-1.1955742488156,0.7630529307319726
13081,0.2274765827030411,0.0489660442216529,-0.3419295534020808,-1.062769975059464,1.0921393984715728,-0.24050762680705076
13083,0.721295719996198,-0.0324072690083302,-0.2590588922974672,1.03865069087813,0.12291579615165027,1.1271649568307465
13085,0.7254821580306123,-0.061533524731195,-0.2830564454234487,1.056465851810143,-0.2240020491869196,0.7311165236782178
13087,0.1312054325056644,0.0693900932304657,-0.3690164136593895,-1.4724466547994999,1.3354067495051087,-0.6875410600746282
