id,x,y,true_regime,initial_regime,refined_regime,true_boundary_node,true_raw_Intercept,true_z_Intercept,ols_Intercept,gwr_Intercept,mgwr_Intercept,grgwr_Intercept,oracle_grgwr_Intercept,true_raw_X1,true_z_X1,ols_X1,gwr_X1,mgwr_X1,grgwr_X1,oracle_grgwr_X1,true_raw_X2,true_z_X2,ols_X2,gwr_X2,mgwr_X2,grgwr_X2,oracle_grgwr_X2,true_raw_X3,true_z_X3,ols_X3,gwr_X3,mgwr_X3,grgwr_X3,oracle_grgwr_X3
0,0.0,0.0,1,1,1,False,0.0,0.08240366785292375,-2.886579864025407e-17,0.11788803544461758,0.1308737503260579,0.09589448405710224,0.09892379425765044,1.1,0.7618865460716049,0.23925440363848088,0.6544100637454331,0.6412513979763439,0.7841045771391535,0.7831899216333191,-0.9500000000000001,-0.6231086051914149,-0.10002797044853652,-0.5412742979165376,-0.5589853903533121,-0.4904154788265136,-0.4802949891001359,0.5,0.3280474185529837,0.10100291803409359,0.42494755227742026,0.35338766054177717,0.4118135028301698,0.40167095143516734
1,0.041666666666666664,0.0,1,1,1,False,0.03263154805501289,0.10295467640276632,-2.886579864025407e-17,0.13109830859814492,0.13702297144400105,0.09757438276088252,0.10065571738427655,1.1456841672770182,0.793528502814191,0.23925440363848088,0.6685662321460517,0.660013585331539,0.7857876139199123,0.784783637553736,-0.9375,-0.6149098077546856,-0.10002797044853652,-0.5381921216725026,-0.5496030367197514,-0.48984666359153783,-0.4793443419958523,0.4987167292060716,0.3272054712104784,0.10100291803409359,0.42499851848881287,0.34975385198566894,0.4112078050130644,0.40071254657800104
2,0.08333333333333333,0.0,1,1,1,False,0.06470476127563018,0.12310401157024053,-2.886579864025407e-17,0.14333202881084708,0.14350275413137742,0.09932123989341887,0.10245408846077235,1.1905866657858823,0.8246290569041037,0.23925440363848088,0.6806624361965737,0.684098671534445,0.7875248037091206,0.7864243778629461,-0.925,-0.6067110103179565,-0.10002797044853652,-0.5354369992677779,-0.538025368217545,-0.4892833991587843,-0.47837923384128445,0.49488887394336023,0.32469403513542455,0.10100291803409359,0.42514849592173365,0.341336421391232,0.41058700021185474,0.3997214185391247
3,0.125,0.0,1,1,1,False,0.09567085809127245,0.14249911865523276,-2.886579864025407e-17,0.15954947608516165,0.15009690432195943,0.1011368573298404,0.10432032557437709,1.2339392013277815,0.8546560692381617,0.23925440363848088,0.6986854599734664,0.7127198912464761,0.7893160285861225,0.788111484082106,-0.9125000000000001,-0.5985122128812275,-0.10002797044853652,-0.5314990156938104,-0.5206298496024184,-0.48872918996499104,-0.4774019770639897,0.488581929876693,0.32055608169536814,0.10100291803409359,0.4227157888293782,0.3308706826316339,0.4099518931476589,0.3986974511948851
4,0.16666666666666666,0.0,1,1,1,False,0.12499999999999999,0.1608003480092321,-2.886579864025407e-17,0.18028020426263242,0.1579519038022955,0.10302280811051064,0.10625554560698743,1.2750000000000001,0.8830957693102693,0.23925440363848088,0.7221603798498092,0.752279329964397,0.7911606964031541,0.7898438014931074,-0.9,-0.5903134154444982,-0.10002797044853652,-0.5236781644316189,-0.4976813516839872,-0.4881881357410606,-0.4764154179726182,0.47990381056766584,0.3148624124209258,0.10100291803409359,0.41654081824719125,0.3155976952364779,0.40930360804509397,0.3976408245153677
5,0.20833333333333331,0.0,1,1,1,False,0.15219035725218014,0.17768676653498516,-2.886579864025407e-17,0.2045310678593921,0.16523711257648238,0.10498036529571864,0.10826048217998657,1.3130665001530524,0.9094615459672176,0.23925440363848088,0.7465066715141668,0.805640901540708,0.7930576439894174,0.7916195875969445,-0.8875000000000001,-0.5821146180077691,-0.10002797044853652,-0.5085293541093273,-0.4673443839920904,-0.48766501003612817,-0.4754230167809676,0.4690030010436853,0.3077104475719666,0.10100291803409359,0.4034653936175794,0.28438356739625853,0.40864365360955524,0.3965520862231745
6,0.25,0.0,1,1,1,False,0.17677669529663687,0.19286164894076954,-2.886579864025407e-17,0.22918795390947047,0.1731470526968069,0.10515285730556366,0.10851165187733106,1.3474873734152917,0.9333022734604322,0.23925440363848088,0.7773415561719301,0.8597067544323159,0.7937414598327184,0.7922033387435148,-0.875,-0.57391582057104,-0.10002797044853652,-0.4824250164377287,-0.41511334208872075,-0.4867920896167974,-0.47429647419751586,0.4560660171779821,0.29922255924995556,0.10100291803409359,0.37315554934135814,0.23977102338862433,0.4092904180980089,0.3968953369782803
7,0.29166666666666663,0.0,1,1,1,False,0.19833833507280876,0.20605755479240295,-2.886579864025407e-17,0.24831592118368445,0.17942760565207533,0.10525474243619369,0.10869179565330585,1.3776736691019322,0.9542100303326055,0.23925440363848088,0.8184739288889705,0.8918825355714821,0.7943265829066964,0.7926926574097777,-0.8625,-0.5657170231343108,-0.10002797044853652,-0.43742358105073165,-0.34078262016385336,-0.4859714774781294,-0.4732424985998348,0.44131421435130813,0.2895439775773695,0.10100291803409359,0.3097175686746006,0.17940634331899225,0.40997837858626257,0.39729605273370017
8,0.3333333333333333,0.0,1,1,1,False,0.21650635094610965,0.21704090449322055,-2.886579864025407e-17,0.25938623649836245,0.1882746605538848,0.10529391733247526,0.10880865887099789,1.4031088913245535,0.9718270790669298,0.23925440363848088,0.8532423283833073,0.8909465822143485,0.7948224654619985,0.7930969357787125,-0.8500000000000001,-0.5575182256975818,-0.10002797044853652,-0.3659669154153214,-0.26159720945803133,-0.4852008571978024,-0.47225735231705057,0.42500000000000004,0.27884030577003616,0.10100291803409359,0.2030390084854598,0.0865631363689416,0.4107007135688461,0.3977466375864943
9,0.375,0.0,1,1,1,False,0.23096988312782168,0.2256159758957345,-2.886579864025407e-17,0.26902820520367865,0.19262187367971306,0.10527754110353552,0.10886925268499034,1.4233578363789503,0.9858519870751917,0.23925440363848088,0.8591397350121588,0.8565197369302454,0.7952377416603997,0.7934247203799693,-0.8375,-0.5493194282608526,-0.10002797044853652,-0.2840783382180029,-0.19213664661041133,-0.4844778464356329,-0.47133728606204783,0.4074025148547635,0.2672946866201975,0.10100291803409359,0.061725102912837365,-0.02333943889504892,0.41145133505925136,0.39824022200458253
