AreaKey,regime,baseline_Intercept,restricted_Intercept,delta_Intercept,baseline_PctFB,restricted_PctFB,delta_PctFB,baseline_PctBlack,restricted_PctBlack,delta_PctBlack,baseline_PctRural,restricted_PctRural,delta_PctRural,baseline_fitted_z,restricted_fitted_z,baseline_residual_z,restricted_residual_z
13001,6,-0.23368944157763988,-0.2914399495514953,-0.05775050797385545,0.22759084017544648,0.04731838594618862,-0.18027245422925786,0.05840648303496878,0.278431094861731,0.22002461182676222,-0.42672592973296664,-0.4555360192685021,-0.028810089535535488,-0.43236530381780247,-0.5082814167416311,-0.05136893893126665,0.024547173992561955
13003,6,-0.2794537804109452,-0.23179684233776016,0.04765693807318505,0.16512073506786126,0.26593614362228546,0.1008154085544242,0.09541378134300035,0.26951410971116474,0.1741003283681644,-0.41221177635617146,-0.548505837628102,-0.13629406127193056,-0.6772791439851279,-0.7487108955295299,-0.12340734298276801,-0.05197559143836605
13005,6,-0.2500545071516398,-0.2861073147149252,-0.03605280756328538,0.2047839017894342,0.14432664230091846,-0.06045725948851574,0.07240988220616568,0.23835648266031004,0.16594660045414436,-0.42583298652586515,-0.4899752293992044,-0.06414224287333925,-0.3095084356277965,-0.3978491672599389,-0.4559611353157854,-0.367620403683643
13007,2,-0.23170437506841582,-0.44318239924694447,-0.21147802417852865,0.1509126730539194,0.022100220635692863,-0.12881245241822653,0.051503817475431,0.2488667666694637,0.1973629491940327,-0.3586016371808912,-0.33654934577590256,0.022052291404988655,-0.6804380965799326,-0.4843255508317833,0.4080053499767483,0.21189280422859902
13009,5,0.1957852866538603,0.08197483754674158,-0.11381044910711872,0.7244111580145969,0.24457422643103638,-0.4798369315835605,-0.17140523816429776,-0.112535322693925,0.05886991547037276,-0.23674882503445635,-0.4869844329522069,-0.25023560791775057,0.46394230411473136,0.5392697686751088,-0.04964518824379055,-0.12497265280416797
13011,1,0.1633485555034697,0.34789993482219017,0.18455137931872048,0.7217709636894238,0.6624964861831252,-0.05927447750629866,-0.08401833248396022,-0.0071174985829352486,0.07690083390102498,-0.3006812924793519,-0.3612852952571249,-0.060604002777773,-0.5160007233173123,-0.4663812861885076,-0.2846857636505836,-0.3343052007793883
13013,1,0.1661952065362106,0.31512028549293125,0.14892507895672066,0.7171599410314885,0.7050122900834345,-0.012147650948054034,-0.09226358984246422,-0.03471338176777875,0.057550208074685465,-0.2964083107302313,-0.3083728033661066,-0.011964492635875346,0.1895025687554488,0.2899948841702743,-0.4971522313829474,-0.5976445467977729
13015,1,0.12377502026607524,0.10901671031057618,-0.014758309955499066,0.7178211095932022,0.7847749732401741,0.06695386364697187,-0.048107937631371715,-0.014634791135656789,0.03347314649571492,-0.26691356603404753,-0.2727310546184291,-0.0058174885843815805,-0.05656461308496044,-0.12443306324747011,-0.28630196556685217,-0.21843351540434247
13017,2,-0.2709033109890469,-0.4557147867367045,-0.1848114757476576,0.21042375111913916,0.2828142028263267,0.07239045170718753,0.09803980238560152,0.3082692946978667,0.21022949231226518,-0.37172588909943044,-0.20809612336541788,0.16362976573401256,-0.06644958363388753,-0.3909592099601823,-0.5229354071881238,-0.19842578086182905
13019,2,-0.28754463634269634,-0.48579882440853717,-0.19825418806584083,0.152219907169745,0.2423678032663487,0.0901478960966037,0.09941967859830364,0.2576402195655412,0.15822054096723753,-0.3935443238666729,-0.2636125256616279,0.12993179820504497,-0.3127948633599472,-0.6699118498703865,-0.2941985854742212,0.06291840103621815
