AreaKey,regime,fitted_shared_regime_aware,residual_shared_regime_aware,positive_same_regime_count,Intercept,PctFB,PctBlack,PctRural
13001,6,-0.42721481267512224,-0.056519430073946886,21,-0.20193723407116526,0.04879581949322148,0.23492501583793673,-0.5776530304625473
13003,6,-0.8210879987276306,0.020401511759734703,21,-0.20476035489679237,0.07369623208061865,0.23871047302687215,-0.5759936934720278
13005,6,-0.22314588673903915,-0.5423236842045428,21,-0.2025139408924683,0.056033195826903,0.23558149366135828,-0.5775744190920855
13007,2,-0.49111447182005663,0.21868172521687235,19,-0.470241869922319,0.04750429254060342,0.24788039521455707,-0.2978660055077807
13009,5,0.5519704441413347,-0.13767332827039386,27,0.11887691276908761,0.4029588694255433,-0.13632293224220493,-0.44567384917823627
13011,1,-0.5387412968319171,-0.26194519013597883,53,0.24816974645667259,0.7744935062499686,0.025804066665107872,-0.23021912355891272
13013,1,0.13833764998929293,-0.44598731261679153,53,0.24165296712269296,0.7811155038884923,0.017360714019575785,-0.22506013757439705
13015,1,-0.05410167800769583,-0.28876490064411675,53,0.21729534155483754,0.7922524108553204,0.029480904172276945,-0.21765828413699434
13017,2,-0.22834950849819236,-0.361035482323819,19,-0.4764446076837494,0.08170297880995786,0.25041527235524275,-0.28472207935038246
13019,2,-0.6527009493850175,0.045707500550849156,19,-0.47500964578374927,0.06718330570935006,0.24571543646025373,-0.2903201310460448
13021,5,0.8842415075095859,0.18156855481116574,27,0.10509144151938407,0.3920567472547125,-0.12566045913127644,-0.45226040845980114
13023,3,-0.12162442892121687,0.0076678044274461205,17,-0.1054988064060062,0.35651363532204283,-0.05998994868147753,-0.23874184962461964
13025,6,-1.178259172311177,0.27192193727033875,21,-0.19823760324320866,0.04988506767433974,0.23148063127152235,-0.5823397396207468
13027,2,-0.19659278799057223,-0.12866533264908336,19,-0.4728732242105997,0.05551692293046977,0.24370958157540681,-0.2946929410350396
13029,6,-0.5973436431494933,0.7475138888380783,21,-0.19473351975895226,0.021225674511555728,0.2290512744859552,-0.5834985424954517
13031,4,0.02436128210609468,1.5520940625672113,22,-0.057580170956804747,0.0030195929080559514,-0.12231297183351691,-0.2774373943850814
13033,5,-0.3499059948037851,0.11269016422491476,27,0.13526858602751152,0.4104355023707859,-0.1518783954883381,-0.4373313487368051
13035,5,-0.13725138715371515,-0.5225674357169243,27,0.11446355319613025,0.4111768376729165,-0.1326213515034216,-0.4416846733116864
13037,4,-0.48828705758321306,0.33911351706512805,22,-0.057230761404436614,-0.08479525958682654,-0.18070920188996487,-0.15719289076082085
13039,6,0.2462715611642476,0.2032424707310072,21,-0.19646012974273458,0.04769602047318415,0.22979890062206565,-0.5843095206024748
13043,4,0.09651638157870351,-0.2809068381211025,22,-0.05859398285155605,-0.00108406209707404,-0.12616575235841443,-0.27012079005157197
13045,1,0.021954249387732966,0.16343291232516605,53,0.20372258102810098,0.8057841960848433,0.015821118441067428,-0.20809974209281487
13047,1,-0.09753449564123129,-0.4038082051199948,53,0.21874082682778156,0.7884704356717674,0.03839684894278528,-0.22011171976195576
13049,6,-0.8799551425240302,0.07926865555613427,21,-0.19901764743133635,0.058614287282402484,0.2325844457905199,-0.5820492975673406
13051,6,1.3696141235433203,-0.022068733028055565,21,-0.19211840770201216,0.014888455412340754,0.22695194321209533,-0.5858762308786799
13053,3,1.8464057523056412,-0.21712503359586388,17,-0.008567864826197036,0.3057826830235953,-0.13078612124546724,-0.23440050819478142
13055,1,-0.5400914126659906,-0.34863736436269055,53,0.21183673625514432,0.7938749870378141,0.03335968545929757,-0.21694643382748335
13057,1,0.5642851229932306,0.7480433514977196,53,0.22440051630022417,0.7885936341581097,0.028205760291966142,-0.21988765608411834
13059,1,2.7997775656252872,1.87576638918766,53,0.2525306913303569,0.7754032920576093,0.010636292030821837,-0.22976251520519414
13061,4,-0.527180744834044,0.5717002424496864,22,-0.05219720182756335,-0.09119403202685017,-0.18804476455762525,-0.1479110427548618
13063,1,2.7407386735997816,-2.0799231455586424,53,0.21866445576275162,0.8003620683467456,0.007288112459409801,-0.20988222035866083
13065,6,-0.01758614073747633,-0.7302749721939484,21,-0.20240812036894862,0.07473210141747665,0.23687250304220453,-0.5788995631515219
13067,1,2.637394008751293,1.245769335514587,53,0.2186515973408753,0.79431369354476,0.021708265513595726,-0.21581529499459334
13069,6,-0.09303200442405182,0.1199430440275373,21,-0.2057228369642207,0.07105376431038084,0.23929603025044888,-0.5746493292380206
13071,2,-0.31444980230547026,0.14766780377522823,19,-0.4730269068363659,0.05704584705823396,0.24570785613458823,-0.29433357473305954
13073,5,1.7167795480115084,0.5640141171480795,27,0.13759392827966282,0.41777012115519635,-0.1529390962359615,-0.4328853890733346
13075,2,-0.3117490196649431,-0.47132900929079574,19,-0.4739670024602717,0.06104082104294198,0.24492939492523447,-0.29270002941898976
13077,1,-0.05797360364164525,0.47227071951258603,53,0.20625984386823487,0.8082078185300088,0.007846296148919407,-0.204892557557959
13079,5,-0.4633393656576801,-0.46060632739531526,27,0.09849597381357413,0.3882847451626845,-0.12093784431706481,-0.453737168690791
13081,4,0.009149227077213024,-0.17593122560745506,22,-0.06280382780340198,-0.05379864073611426,-0.1596046486765318,-0.19581345650705287
13083,1,-0.30332692340289963,-0.21562423537048342,53,0.21330570005264343,0.7915236370683958,0.03783868381825739,-0.218401269367381
13085,1,-0.40495129424324094,-0.008349116457199879,53,0.23278808147356822,0.7830391257997127,0.030070336556351274,-0.2236497620110739
13087,2,-0.14922513681891075,0.2817869244953385,19,-0.468377872837513,0.040757939903930215,0.24464667736491658,-0.29967967744003143
