AreaKey,K6,PctFB,PctBlack,PctRural,z_PctFB,z_PctBlack,z_PctRural
13011,1,0.7217709636894236,-0.0840183324839603,-0.3006812924793522,1.0406730647451596,-0.4918147448063509,0.44024132384435793
13013,1,0.7171599410314891,-0.0922635898424641,-0.2964083107302308,1.0210511068809835,-0.5900225935697134,0.5107613355199101
13015,1,0.717821109593202,-0.0481079376313717,-0.2669135660340481,1.0238646739834407,-0.06409217977587509,0.9975337727693533
13045,1,0.6756206747048609,-0.0595349745439392,-0.2601541161069682,0.8442830027018996,-0.2001976600693889,1.1090897109326727
13047,1,0.7247058160463649,-0.037105991784508,-0.2642666729593297,1.0531621704289897,0.06695011361198827,1.0412173037302466
13055,1,0.7160186191060992,-0.0372236700928732,-0.2597570454459604,1.0161942730740787,0.06554846742822919,1.1156428462593204
13057,1,0.7219935262279034,-0.0563961927195338,-0.2749861135754188,1.0416201676063175,-0.1628121671357478,0.8643068646539699
13059,1,0.713997446371854,-0.1143742326189931,-0.3092349006053204,1.0075932816737576,-0.8533786742163125,0.29907513584568557
13063,1,0.6904639690327001,-0.0957891725507286,-0.2738341283628658,0.9074478399783426,-0.6320152056085442,0.8833188837565565
13067,1,0.7122964892352336,-0.0627289040999495,-0.2712329640363229,1.0003549504532196,-0.23824000819257857,0.9262477211464073
13077,1,0.6616662065144768,-0.0818471090718209,-0.2647326610109982,0.7849005170449426,-0.46595367446984515,1.033526776418473
13083,1,0.7212957199961983,-0.0324072690083302,-0.2590588922974669,1.0386506908781314,0.12291579615165027,1.1271649568307514
13085,1,0.7254821580306119,-0.061533524731195,-0.2830564454234489,1.0564658518101413,-0.2240020491869196,0.7311165236782152
13089,1,0.7052985164948476,-0.0873525000809293,-0.2806276518016383,0.9705754554402816,-0.5315274442258695,0.7712006065561272
13097,1,0.6968469836525704,-0.0651031057966355,-0.2656603968680998,0.9346104139253587,-0.2665187181253112,1.0182157015494813
13105,1,0.7026970805778797,-0.1279083861887161,-0.323743578504208,0.9595051854078276,-1.0145816602631508,0.05962825895772619
13111,1,0.7292420045454181,-0.0480054780270063,-0.2762314573643847,1.0724656755720883,-0.06287180096993113,0.8437540835530423
13113,1,0.6762142218852703,-0.0951168951064837,-0.2695091604154818,0.8468088106686751,-0.6240078240677692,0.9546968600862282
13115,1,0.7119449914801982,-0.0407691349534171,-0.2599734001458305,0.9988591707422289,0.023319042477533077,1.112072193058184
13117,1,0.7226336906114519,-0.0674476328294142,-0.2839211505618181,1.0443443525631015,-0.29444397821671076,0.7168456889230128
13119,1,0.7175098376077841,-0.0939751875440712,-0.3092060690336646,1.0225400728623295,-0.610409140758539,0.29955096347359633
13121,1,0.7012365228115125,-0.0759761543268396,-0.2729066045595567,0.9532898607226329,-0.3960257376423773,0.8986264589532352
13123,1,0.7273831908722834,-0.0488577327471949,-0.274989316670562,1.0645555943867702,-0.07302286103136404,0.8642540017305695
13129,1,0.7222166695491343,-0.0440240103449714,-0.2672206009218531,1.0425697419571034,-0.015449221058556225,0.9924665608915434
13135,1,0.7179493263933935,-0.0791605891129984,-0.2865162991329255,1.0244102936512398,-0.43395499518742303,0.6740161337600606
13137,1,0.7249992437133775,-0.0741559285749373,-0.2974334824985092,1.0544108360169582,-0.37434534034421013,0.4938422075401788
13139,1,0.7228620838633687,-0.0749040488050387,-0.2918535969699741,1.0453162677103547,-0.3832560723226165,0.5859309679710994
13143,1,0.692488277373548,-0.0484743400439342,-0.2585696165072468,0.9160621747831968,-0.06845633618178244,1.1352398180084249
13147,1,0.710808434239557,-0.1071887705677746,-0.3167345725098685,0.9940226127939156,-0.7677938659151925,0.1753027957507898
13149,1,0.6431399056813364,-0.0683633666119268,-0.2611297758023615,0.7060628445166169,-0.3053511265215174,1.0929877153824579
13151,1,0.6849541909271225,-0.1195418523575284,-0.2752807207091389,0.8840012768514911,-0.9149293081968549,0.8594447567093446
13157,1,0.7194241112270494,-0.0921749689449988,-0.3019158045557862,1.0306861608528306,-0.5889670452323932,0.4198673060845968
13187,1,0.7286272257752814,-0.0596601790118316,-0.2851450159193653,1.0698495177220169,-0.2016889490507562,0.6966473814246767
13195,1,0.7133202065412096,-0.1088046897483141,-0.3123402171081408,1.0047113241544254,-0.7870408026202754,0.24782592185589816
13199,1,0.600563867881176,-0.1110498660037556,-0.271906354001517,0.524882815331391,-0.8137827126122155,0.9151342947393198
13213,1,0.7285866085365931,-0.0422486716866541,-0.2701049707796907,1.0696766732566507,0.0056965337528392885,0.9448637841904404
13217,1,0.7043260935431518,-0.1205682301300817,-0.288236180288699,0.9664373620931366,-0.9271543181241717,0.6456317300095299
13219,1,0.7134147365136129,-0.122717432738061,-0.3082272533361416,1.0051135913461093,-0.9527531024324105,0.31570504473821404
13221,1,0.708583398382353,-0.1363230351509773,-0.313687674708245,0.9845540928851683,-1.1148071034180858,0.2255878849835909
13223,1,0.707677192483305,-0.053286794901378,-0.2643938750899252,0.980697782628963,-0.12577666206984087,1.0391179978447036
13227,1,0.7240868628542535,-0.0532821759485551,-0.2751353528284479,1.0505282485516796,-0.1257216465135576,0.8618438646965682
13233,1,0.7042822747092016,-0.0451585879326529,-0.2599066096087535,0.9662508934120623,-0.02896298045945678,1.1131744840884354
13241,1,0.7262854607044389,-0.0704385488861508,-0.2971145335782787,1.0598842629495637,-0.3300682673070881,0.4991060450426871
13247,1,0.7051050627402149,-0.1015614975723088,-0.2859182999765455,0.9697522234365223,-0.7007683806865371,0.6838853328266276
13255,1,0.6657301129901574,-0.129708566354665,-0.2692732272981194,0.8021942515471009,-1.0360232980189423,0.9585906296288818
13257,1,0.7198557086783126,-0.0873366956679305,-0.3075192013084509,1.0325228004946678,-0.5313392005684439,0.3273905234486983
13281,1,0.7291360207540136,-0.0611052978297283,-0.2892250960194367,1.0720146672723034,-0.21890151187836965,0.6293109608201701
13285,1,0.5959203764103647,-0.0857058952860881,-0.2687241042305491,0.5051226881877662,-0.5119150164223866,0.9676531923567324
13291,1,0.7299232588591091,-0.0569873618168683,-0.2850834794780331,1.07536471650719,-0.16985348104267184,0.6976629604315641
13295,1,0.722413503401664,-0.0359048554402677,-0.2616357115881261,1.0434073577848926,0.08125664296703257,1.0846379026254682
13297,1,0.7113904766200302,-0.1062826181492721,-0.2945590155127018,0.9964994627059752,-0.7570008395967277,0.5412815502057087
13311,1,0.7273716591051608,-0.0662033257057265,-0.2910622881038194,1.0645065215746488,-0.2796232490987453,0.598990492620759
13313,1,0.7256584265818851,-0.0398214813932724,-0.2666517499920809,1.0572159531092338,0.03460638178887277,1.0018547063516623
13007,2,0.1509126730539193,0.0515038174754309,-0.3586016371808913,-1.3885835570999852,1.1223663812164706,-0.5156587067243086
13017,2,0.2104237511191391,0.0980398023856015,-0.3717258890994305,-1.1353373787846284,1.6766485302628733,-0.7322574316588507
13019,2,0.1522199071697449,0.0994196785983037,-0.3935443238666731,-1.3830206929281503,1.6930839995899107,-1.0923423477352128
13027,2,0.1258162392525566,0.1024228933176987,-0.3894211807516313,-1.495380075599855,1.728854775945613,-1.024295228022496
13071,2,0.138080036764277,0.0992435662887546,-0.3715561766741957,-1.4431921476972065,1.690986356022275,-0.7294565485959863
13075,2,0.1385540779436941,0.1022044172847196,-0.3876815581233493,-1.441174891062737,1.7262525453211073,-0.995585016919272
13087,2,0.1312054325056645,0.0693900932304655,-0.3690164136593893,-1.4724466547994994,1.3354067495051065,-0.6875410600746257
13095,2,0.1680559161291885,0.0508026206171575,-0.3557585058595406,-1.315631412156733,1.114014545486366,-0.46873651848467923
13131,2,0.1223410398595875,0.0894733215609226,-0.3690890699625553,-1.5101685989095615,1.5746146437891375,-0.6887401579525002
13155,2,0.187805937181216,0.1000273237967708,-0.3743567188845271,-1.2315862643341309,1.700321557516625,-0.7756758588963525
13201,2,0.1381655630549365,0.0466383472104356,-0.3620816322853846,-1.4428281951868644,1.064414597885598,-0.5730915041965167
13205,2,0.1405918579056951,0.0757220743303551,-0.3651166645674248,-1.432503228501713,1.4108258923156192,-0.6231807684460445
13253,2,0.1261227802823594,0.0568257966457315,-0.3645674788315047,-1.4940756068048293,1.1857555639615789,-0.6141171714585086
13271,2,0.2405600091384918,0.0926412105098798,-0.3770689623526818,-1.0070941605427646,1.6123468267000143,-0.8204379131879569
13275,2,0.1224753022294089,0.1005483187552987,-0.3764003558838984,-1.5095972526467436,1.7065270392704253,-0.8094034321736987
13277,2,0.1628330447944278,0.1002694740871091,-0.3696663641558559,-1.337857059017161,1.7032057681673725,-0.6982676485064109
13287,2,0.1904128166944953,0.0864604346039019,-0.3531466034813295,-1.2204928293716006,1.5387286630670165,-0.4256304635045187
13315,2,0.2362135010420469,0.0848964049680027,-0.3476384313061085,-1.0255904909778326,1.5200997738443665,-0.3347252387893884
13321,2,0.1579784699873846,0.0877028802454447,-0.3591506187994845,-1.3585154398968078,1.55352722038985,-0.5247189350205841
13023,3,0.4151835182879513,-0.0282737064201689,-0.3177618978543565,-0.26399324935355006,0.17214995245040554,0.158348125793966
13053,3,0.3365746870994685,-0.0930383399301933,-0.3429840870605495,-0.5985088845518108,-0.599250509223145,-0.2579113346330356
13107,3,0.4602070586559329,-0.0718146942681497,-0.3498524646933399,-0.07239800518871199,-0.34645929934835745,-0.3712649830440238
