id,x,y,true_regime,initial_regime,refined_regime,true_boundary_node,true_Intercept,ols_Intercept,gwr_Intercept,mgwr_Intercept,grgwr_Intercept,oracle_grgwr_Intercept,true_X1,ols_X1,gwr_X1,mgwr_X1,grgwr_X1,oracle_grgwr_X1,true_X2,ols_X2,gwr_X2,mgwr_X2,grgwr_X2,oracle_grgwr_X2,true_X3,ols_X3,gwr_X3,mgwr_X3,grgwr_X3,oracle_grgwr_X3
0,0.0,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.16230289192817923,0.09029288622437052,0.11016831517578117,0.10757361219261596,0.8795274058413546,0.22831963001337674,0.7266341856659303,0.6879863237226282,0.8159712407152648,0.8143094135140316,-0.5832676101472514,-0.1579790117792094,-0.6163597616183853,-0.6247903207791974,-0.6211118096197337,-0.6202153742900178,0.28924638324047175,0.12621233924773478,0.2958077488983114,0.2761514872662975,0.32611450919760043,0.32862910340950446
1,0.041666666666666664,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.15659038496301378,0.08904738084464058,0.10970847246069854,0.1070412718964209,0.8795274058413546,0.22831963001337674,0.7290272134848719,0.6888053066441735,0.8156591658236148,0.8139503388010902,-0.5832676101472514,-0.1579790117792094,-0.6159314384359231,-0.620535895252582,-0.6207204132659522,-0.619796610731046,0.28924638324047175,0.12621233924773478,0.2966327020751616,0.2728735398461399,0.32603369937709703,0.3286242746715911
2,0.08333333333333333,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.14900947839366024,0.08784362410180913,0.10922281825195826,0.10648009660050392,0.8795274058413546,0.22831963001337674,0.7348579595196371,0.6930137660300891,0.815349355985264,0.8135914446413868,-0.5832676101472514,-0.1579790117792094,-0.6153570898886781,-0.6150573324231133,-0.6203062484132997,-0.6193539776531841,0.28924638324047175,0.12621233924773478,0.29819065578876786,0.27300582233955994,0.3259095257809804,0.32858000800165665
3,0.125,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.13927671078681164,0.08619722476489192,0.10871011806750702,0.10588875806586162,0.8795274058413546,0.22831963001337674,0.7356757155626912,0.6992850338079687,0.8150437047904006,0.8132345362384432,-0.5832676101472514,-0.1579790117792094,-0.6149547322096831,-0.6049700393261109,-0.6198677467719773,-0.6188858819648353,0.28924638324047175,0.12621233924773478,0.2967261853038923,0.2718972989639011,0.32573693482282606,0.3284915121715443
4,0.16666666666666666,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.125362739415792,0.08456966510292041,0.10816918628650143,0.10526598492819858,0.8795274058413546,0.22831963001337674,0.7281494554992349,0.7145549173911268,0.8147444467279249,0.8128817601768719,-0.5832676101472514,-0.1579790117792094,-0.6129377038655404,-0.5985497639105939,-0.6194032651138017,-0.618390660581502,0.28924638324047175,0.12621233924773478,0.29146984027024964,0.273561270990158,0.3255103754291174,0.328353517706166
5,0.20833333333333331,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.11202478108828766,0.08208327376950529,0.10759892103239535,0.10461060026997188,0.8795274058413546,0.22831963001337674,0.7049730608771916,0.7414253649227042,0.8144542055936188,0.8125356539490285,-0.5832676101472514,-0.1579790117792094,-0.6071568586749607,-0.5964225186367762,-0.6189110959609347,-0.6178665923899543,0.28924638324047175,0.12621233924773478,0.28009221318863925,0.27764645062252297,0.3252237643778836,0.32816024313533654
6,0.25,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.08960660479084903,0.07947584265639193,0.10662715304516354,0.1032932043183043,0.8795274058413546,0.22831963001337674,0.6679698365555606,0.7331357985711544,0.8144318235773731,0.8122785134059987,-0.5832676101472514,-0.1579790117792094,-0.6001193298120089,-0.5856211011609993,-0.6187167519583154,-0.6174908890843009,0.28924638324047175,0.12621233924773478,0.26500417083741723,0.2828622771134932,0.3248936290257222,0.32819872652060283
7,0.29166666666666663,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.09540607003975712,0.07746427891356517,0.10569622610861262,0.10201486037745991,0.8795274058413546,0.22831963001337674,0.6141280127231268,0.6602285193035393,0.8144158122670556,0.8120245623427504,-0.5832676101472514,-0.1579790117792094,-0.5846988998578299,-0.5662860347997002,-0.6185173071530263,-0.6171045173078598,0.28924638324047175,0.12621233924773478,0.2326435735184669,0.273207587487434,0.32454676590833687,0.32822613354951335
8,0.3333333333333333,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.11774409182290649,0.07495041492618161,0.10480492950828207,0.10077606232533357,0.8795274058413546,0.22831963001337674,0.5663375507964424,0.552333412719883,0.814405842009583,0.8117747458147728,-0.5832676101472514,-0.1579790117792094,-0.55827386353152,-0.5394836877198395,-0.6183139700324847,-0.6167100448551448,0.28924638324047175,0.12621233924773478,0.1727104393396206,0.23565852919790803,0.3241861611225715,0.3282434679022042
9,0.375,0.0,1,2,2,False,0.08122092484441946,-3.996802888650564e-17,0.14730943356770967,0.072411210264228,0.10395194716442617,0.09957692740750441,0.8795274058413546,0.22831963001337674,0.5290104661931944,0.45372754166794477,0.8144015503998188,0.8115298021739863,-0.5832676101472514,-0.1579790117792094,-0.5258396920025796,-0.4953315622618135,-0.6181078089397224,-0.6163097173766012,0.28924638324047175,0.12621233924773478,0.08443292976612772,0.15395638571809558,0.32381446122552265,0.3282516621443109
